EE ID,SAP,ASSET TAG," Host Name"," MAC Address"," EMPLOYEE NAME",STATUS,Month,Year,DEPLOYED DATE," POSITION",BUSINESS UNIT,Operating System,Storage Location,REVISED MODEL 1," DESCRIPTION",SERIAL NO.,ACQUISITION DATE,WARRANTY EXPIRE,ACQUISITION COST,PURCHASED PRICE,ACCOUNTABILITY FORM,PO# / SI#,LAST USER,VENDOR NAME,
05-01612,100064,100065,100065,087190E0393A,"RAMOS, KATHERINE ROSE LOPEZ",Deployed,March,2024,"Mar 4, 2024",Capability Lead,Technology Group,MacOS,," 2022 MacBook Pro ",MacBook Pro (M2 Chip),SN-QK3WFX,"Apr 19, 2023","Apr 18, 2026","  75,223.21 ","7,522.32",,"PO4700001460 - AMTI; ONG, NICOLAS ADRIAN PASCUAL-MOREY",,ACCENT MICRO TECHNOLOGIES,
05-03191,100065,100066,100066,0871902CAEAF,"FERNANDEZ, SOFIA SANTOS",Deployed,November,2025,"Nov 21, 2025",Jr. Software Engineer,Client Based Globe,MacOS,,2020 MacBook Air,MacBook Air (M1 Chip),SN-7JLMRB,"Jul 31, 2023","Jul 30, 2026","  44,551.79 ","4,455.18",ACCF_FERNANDEZ__SOFIA_SANTOS.pdf,PO4700001537 - AMTI,"VALDEZ, DENISE LOPEZ",ACCENT MICRO TECHNOLOGIES,
,100066,100067,100067,08719001D527,,Spare for Deploy,,,,,,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-7L920V,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,"CALDERON, PAULO MIGUEL CASTILLO",STUDIO 84,
05-01115,100067,100068,100068,087190226242,"RIVERA, ANGELA MAE CRUZ",Deployed,December,2023,"Dec 6, 2023",Capability Lead,Technology Group,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-X04M51,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,,STUDIO 84,
05-04925,100068,100069,100069,087190EBD83D,"RIVERA, ROCHELLE FERNANDEZ",Deployed,December,2024,"Dec 6, 2024",Capability Lead,Technology Group,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-N6HTGZ,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,"GARCIA, JUAN CARLOS RIVERA",STUDIO 84,
05-01096,100069,100070,100070,087190729F3C,"PANGANIBAN, ROCHELLE CRUZ",Deployed,December,2023,"Dec 15, 2023",Sr. Software Engineer,Technology Group,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-JZSG75,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,,STUDIO 84,
05-02471,100070,100071,100071,087190604557,"BAUTISTA, JOHN PAUL AQUINO",Deployed,December,2023,"Dec 15, 2023",UI/UX Designer,Technology Group,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-2K2T7C,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,,STUDIO 84,
05-06884,100071,100072,100072,08719061068C,"ILAGAN, MARK ANTHONY VILLANUEVA",Deployed,August,2025,"Aug 1, 2025",Software Engineer,Client Based New Biz,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-AYN5FL,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",ACCF_ILAGAN__MARK_ANTHONY_VILLANUEVA.pdf,PO 4700001613,"SALAZAR, NICOLE LOPEZ",STUDIO 84,
05-03214,100072,100073,100073,087190D3C7D2,"BERNARDO, DENISE VILLANUEVA",Deployed,"May ",2026,"May 22, 2026",Software Engineer (Full stack AI Engineer),Delivery Group,MacOS,,2022 MacBook Pro,MacBook Pro (M2 Chip),SN-L393H2,"Nov 30, 2023","Nov 29, 2026","  76,785.71 ","7,678.57",,PO 4700001613,"PADILLA, KENNETH BAUTISTA",STUDIO 84,
05-03190,100073,100074,100074,0871904AE84B,"CRUZ, CARLO DELA CRUZ",Deployed,October,2025,"Oct 8, 2025",Jr. Solutions Designer,Technology Group,MacOS,,2020 MacBook Air,MacBook Air (M1 Chip),SN-ZYD1RR,"Nov 20, 2023","Nov 19, 2026","  53,571.43 ","2,678.57",,PO 4700001614,"ILAGAN, JASMIN FERNANDEZ",STUDIO 84,
05-03014,100074,100075,100075,087190FB12AE,"HERNANDEZ, CHRISTIAN BAUTISTA",Deployed,March,2024,"Mar 1, 2024",Capability Lead,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-LNRSTG,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-02403,100075,100076,100076,087190433EF1,"RIVERA, DOMINIC TORRES",Deployed,March,2024,"Mar 7, 2024",Recruitment Manager,Talent Acquisition Group (TAG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-KM5ZED,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01661,100076,100077,100077,087190887260,"MORALES, JUAN CARLOS FLORES",Deployed,March,2024,"Mar 7, 2024",Resource Manager,Human Resources,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-N9WX1Q,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03169,100077,100078,100078,08719013E20B,"VALDEZ, LOVELY CASTILLO",Deployed,July,2025,"Jul 1, 2025",Sr. Software Engineer (Fullstack),Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-JJD37R,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CRUZ, MICHAEL ANGELO AQUINO",ABSI,
05-06675,100078,100079,100079,08719053AA21,"MALABANAN, BEATRICE GARCIA",Deployed,March,2024,"Mar 27, 2024",Network Administrator,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-0AWUWJ,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"PADILLA, KENNETH BAUTISTA",ABSI,
05-03146,100079,100080,100080,0871904407B0,"MALABANAN, CHRISTIAN DELA CRUZ",Deployed,February,2025,"Feb 28, 2025",Data Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-XSUYED,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"ESGUERRA, PATRICIA ANNE CASTILLO",ABSI,
05-03169,100080,100081,100081,087190EEEF71,"DELA CRUZ, FRANCIS CRUZ",Deployed,June,2025,"Jun 27, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-50KQRF,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_DELA_CRUZ__FRANCIS_CRUZ.pdf,PO 4700001643,"MALABANAN, FRANCIS SANTOS",ABSI,
05-03146,100081,100082,100082,087190773618,"BERNARDO, CHARLENE RIVERA",Deployed,February,2025,"Feb 28, 2025",Data Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-7AUSUE,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"HERNANDEZ, GABRIEL FLORES",ABSI,
05-02333,100082,100083,100083,0871901B57D7,"MIRANDA, PATRICK OLIVER CRUZ",Deployed,March,2024,"Mar 27, 2024",Software Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-R7G6PE,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03195,100083,100084,100084,08719055C54A,"DAVID, JEROME FERNANDEZ",Deployed,February,2026,"Feb 18, 2026",Project Manager,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-9H91E3,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_DAVID__JEROME_FERNANDEZ.pdf,PO 4700001643,"FERNANDEZ, MONIQUE LOPEZ",ABSI,
05-01729,100084,100085,100085,0871901EE889,"MORALES, DIANNE LOPEZ",Deployed,March,2024,"Mar 20, 2024",CMS Administrator,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-E7R44E,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03173,100085,100086,100086,087190C57E4C,"MANALANG, CHARLENE DELA CRUZ",Deployed,August,2025,"Aug 15, 2025",Systems Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-DWYRGU,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"MAGNO, PATRICIA ANNE LOPEZ",ABSI,
05-03174,100086,100087,100087,0871903A9F7E,"MALABANAN, KENNETH DELA CRUZ",Deployed,November,2025,"Nov 6, 2025",Data Analyst,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-APP8P9,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"EVANGELISTA, PATRICK OLIVER AQUINO",ABSI,
05-06952,100087,100088,100088,087190B5E230,"MERCADO, JEROME MERCADO",Deployed,April,2026,"Apr 10, 2026",Business Analyst,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-1H6T59,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_MERCADO__JEROME_MERCADO.pdf,PO 4700001643,"TOLENTINO, KENNETH RIVERA",ABSI,
05-02316,100088,100089,100089,087190A7BEAB,"VALDEZ, JOSHUA TORRES",Deployed,March,2024,"Mar 20, 2024",Software Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-ZXVX4Y,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03148,100089,100090,100090,0871900E6E02,"DOMINGO, DENISE MENDOZA",Deployed,February,2025,"Feb 28, 2025",Application Support,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-W1H6L8,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"DOMINGO, CARLO DELA CRUZ",ABSI,
05-01701,100090,100091,100091,0871908E1CCC,"DE LEON, JOHN PAUL FLORES",Deployed,June,2026,"Jun 3, 2026",NOC Engineer,Digital Solutions Group (DSG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-Q1GJ6Q,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CASTRO, MICHAEL ANGELO MERCADO",ABSI,
05-03148,100091,100092,100092,087190244332,"CALDERON, CHRISTINE JOY MERCADO",Deployed,March,2025,"Mar 21, 2025",Application Support Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-Z4FKAV,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"GUTIERREZ, PAULO MIGUEL LOPEZ",ABSI,
05-01774,100092,100093,100093,0871907C7120,"VILLANUEVA, KATHERINE ROSE FERNANDEZ",Deployed,March,2024,"Mar 20, 2024",Sr. Software Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-H3P7K6,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-02359,100093,100094,100094,0871906366CB,"GUTIERREZ, FRANCIS FLORES",Deployed,March,2024,"Mar 20, 2024",Sr. Database Administrator,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-3FM17H,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03215,100094,100095,100095,087190DB3A9B,"ALCANTARA, PATRICK OLIVER FERNANDEZ",Deployed,June,2026,"Jun 19, 2026",Automation Engineer,Delivery Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-CW4H9Y,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"RIVERA, PAULO MIGUEL CASTILLO",ABSI,
05-03148,100095,100096,100096,087190669BF9,"BAUTISTA, STEPHANIE VILLANUEVA",Deployed,February,2025,"Feb 28, 2025",Service Desk Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-G2EC8B,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CASTRO, ALEXANDER DELA CRUZ",ABSI,
05-01793,100096,100097,100097,08719086FEF8,"NATIVIDAD, DANIEL JOSEPH DELA CRUZ",Deployed,March,2024,"Mar 27, 2024",QA Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-KA7CV7,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01684,100097,100098,100098,087190844192,"MENDOZA, KEVIN VILLANUEVA",Deployed,March,2024,"Mar 27, 2024",Sr. Process Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-LTHJ0C,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03214,100098,100099,100099,087190FDF37D,"CASTILLO, JUAN CARLOS LOPEZ",Deployed,May,2026,"May 29, 2026",Data Architect Lead,Delivery Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-CKS3W5,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_CASTILLO__JUAN_CARLOS_LOPEZ.pdf,PO 4700001643,"ALCANTARA, KATHERINE ROSE MENDOZA",ABSI,
05-01701,100099,100100,100100,0871901DB4E3,"DE LEON, JOHN PAUL FLORES",For Repair,March,2024,"Mar 27, 2024",NOC Engineer,Digital Solutions Group (DSG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-P34H2N,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01702,100100,100101,100101,0871903B39A5,"EVANGELISTA, CHRISTIAN LOPEZ",Deployed,March,2024,"Mar 27, 2024",Service Desk Lead,Digital Solutions Group (DSG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-SH2QCM,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01002,100101,100102,100102,087190AFA58A,"LAXAMANA, JEROME MENDOZA",Deployed,March,2024,"Mar 27, 2024",Business Development Manager,Enterprise Solutions Group (ESG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-6PB630,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-02380,100102,100103,100103,08719089DBF1,"SERRANO, SOFIA VILLANUEVA",Deployed,March,2024,"Mar 27, 2024",Product Manager,Office of the President,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-6VP92X,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-05189,100103,100104,100104,087190A4EEA4,"CALDERON, CHARLENE VILLANUEVA",Deployed,March,2024,"Mar 27, 2024",Software Engineer (Full Stack),Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-TS725L,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-06888,100104,100105,100105,087190C251D6,"GONZALES, KATHERINE ROSE MERCADO",Deployed,September,2025,"Sep 4, 2025",Software Engineer,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-ZRL509,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"FERNANDEZ, JUAN CARLOS FERNANDEZ",ABSI,
CON-00021,100105,100106,100106,0871905A6722,"ATIENZA, CHRISTIAN SANTOS",For Repair,July,2025,"Jul 17, 2025",Facility and Corporate Admin Manager,Admin,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-H5J6VQ,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03147,100106,100107,100107,08719092F95D,"MANALANG, BIANCA VILLANUEVA",Deployed,March,2025,"Mar 7, 2025",Data Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-NNLC77,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"DOMINGO, MARIA CLARA CASTILLO",ABSI,
05-03147,100107,100108,100108,087190B13F76,"NAVARRO, KEVIN RIVERA",Deployed,March,2025,"Mar 7, 2025",Sr. Application Support Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-NHXGRR,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"FRANCISCO, DOMINIC GARCIA",ABSI,
05-03149,100108,100109,100109,0871907E0128,"LAXAMANA, CHARLENE VILLANUEVA",Deployed,March,2025,"Mar 7, 2025",Sr. Software Engineer - Mobile Native (Android),Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-1BS4EW,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03171,100109,100110,100110,087190C8F412,"TOLENTINO, PAULO MIGUEL LOPEZ",Deployed,July,2025,"Jul 17, 2025",Cloud Architect,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-X2CFT4,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_TOLENTINO__PAULO_MIGUEL_LOPEZ.pdf,PO 4700001643,"CABRERA, DENISE CASTILLO",ABSI,
05-05181,100110,100111,100111,Pending,"CABRERA, KEVIN CASTILLO",Deployed,April,2024,"Apr 11, 2024",Scrum Master,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-0ZVBLZ,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01747,100111,100112,100112,087190CFE11F,"MIRANDA, ADRIAN CRUZ",Deployed,April,2024,"Apr 5, 2024",Sr. UI/UX Designer,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-FSQ58K,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03171,100112,100113,100113,087190B86058,"PANGANIBAN, DANIEL JOSEPH FERNANDEZ",Deployed,July,2025,"Jul 4, 2025",Software Engineer (Java),Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-7Z3KRL,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CASTILLO, KENNETH MERCADO",ABSI,
05-03172,100113,100114,100114,08719097B4F4,"CORTEZ, PATRICK OLIVER SANTOS",Deployed,August,2025,"Aug 15, 2025",Sr. Finance Analyst,Finance,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-MBXV90,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"RIVERA, JASMIN BAUTISTA",ABSI,
05-06884,100114,100115,100115,087190C9F5E4,"DELA CRUZ, VINCENT RIVERA",Deployed,July,2025,"Jul 4, 2025",Resource Analyst,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-3H7D0K,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"LAXAMANA, ANGELO RAMOS",ABSI,
05-03081,100115,100116,100116,087190DA0C7A,"SERRANO, KEVIN RAMOS",Deployed,April,2024,"Nov 14, 2024",Project Manager,Client Based New Biz,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-S2GAVK,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"SANTOS, JASMIN TORRES",ABSI,
05-03080,100116,100117,100117,0871905E4280,"PASCUAL, ERIKA RAMOS",Deployed,April,2024,"Apr 5, 2024",Sr. QA Engineer,Digital Solutions Group (DSG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-Y36P01,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-06687,100117,100118,100118,087190C42F12,"RIVERA, KENNETH CRUZ",Deployed,April,2024,"Apr 5, 2024",Application Support Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-WK29N0,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01701,100118,100119,100119,087190E4DE81,"NAVARRO, STEPHANIE LOPEZ",Deployed,April,2024,"Apr 5, 2024",NOC Engineer,Digital Solutions Group (DSG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-F8LDBB,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-01725,100119,100120,100120,087190CE3122,"DELA CRUZ, CARLO TORRES",Deployed,April,2024,"Apr 5, 2024",Sr. Business Development Manager,Enterprise Solutions Group (ESG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-8W1AZJ,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-06879,100120,100121,100121,0871909EE4B6,"MANALANG, ALEXANDER TORRES",Deployed,April,2025,"Apr 25, 2025",Jr. QA Engineer,Client Based Globe,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-HYP2VZ,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"MENDOZA, CAMILLE AQUINO",ABSI,
05-03148,100121,100122,100122,087190E8F97D,"PASCUAL, ANDREA GAIL CASTILLO",Deployed,March,2025,"Mar 7, 2025",Sr. Application Support Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-WF5SP1,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"PASCUAL, ANGELA MAE FERNANDEZ",ABSI,
05-03150,100122,100123,100123,087190CC7D35,"NATIVIDAD, JOHN PAUL MERCADO",Deployed,March,2025,"Mar 28, 2025",Product Manager,Products and Innovation,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-QZTDZR,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CASTILLO, MICHAEL ANGELO DELA CRUZ",ABSI,
05-01794,100123,100124,100124,087190562CB2,"CABRERA, SOFIA MENDOZA",Deployed,April,2024,"Apr 11, 2024",Executive Assistant and Client Services Officer,Enterprise Solutions Group (ESG),MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-2R1BN1,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03169,100124,100125,100125,087190231EF6,"DAVID, ANDREA GAIL VILLANUEVA",Deployed,May,2025,"May 28, 2025",L1 Support Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-ZN0NDM,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"SORIANO, STEPHANIE MENDOZA",ABSI,
05-01097,100125,100126,100126,087190D0DEDE,"MORALES, DIANNE CASTILLO",Deployed,April,2024,"Apr 12, 2024",Cloud Architect,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-SD3626,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03171,100126,100127,100127,087190C0E27F,"SERRANO, JUAN CARLOS LOPEZ",Deployed,August,2025,"Aug 1, 2025",Solutions Architect,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-VQQTXN,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,"CALDERON, BEATRICE MERCADO",ABSI,
05-03169,100127,100128,100128,0871900E041B,"EVANGELISTA, ALEXANDER FERNANDEZ",Deployed,June,2025,"Jun 27, 2025",Project Manager (Scrum Master),Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-Z8GL5G,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_EVANGELISTA__ALEXANDER_FERNANDEZ.pdf,PO 4700001643,"VALDEZ, STEPHANIE SANTOS",ABSI,
05-03016,100128,100129,100129,087190CB9EBD,"MERCADO, ANDREA GAIL LOPEZ",Deployed,April,2024,"Apr 11, 2024",Lead Technical Support Specialist,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-S13Q33,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",,PO 4700001643,,ABSI,
05-03172,100129,100130,100130,087190D95AC8,"MERCADO, ALEXANDER VILLANUEVA",Deployed,August,2025,"Aug 15, 2025",Data Engineer,Technology Group,MacOS,," 2020 MacBook Air ","MacBook Air (M1 Chip) 13"" 8GB RAM 256 SSD",SN-WX52HA,"Dec 12, 2023","Dec 11, 2026","  51,410.71 ","2,570.54",ACCF_MERCADO__ALEXANDER_VILLANUEVA.pdf,PO 4700001643,"RIVERA, CARLO AQUINO",ABSI,
