xr,EE Name,Laptop Description,Asset Tag,Serial Number,,Laptop Hostname,Host Name,MAC Address,Remarks,ADDRESS,Contact No.,Status,Tech POC,Updated to Master Tracker (Yes or No),,,,,
,JOHN PAUL SALAZAR,,YONDU101322,,NXVLESP01E034322CA7600,YONDU101322,YONDU101322,,"Harddrive Problem, Already use a usb storage to reformat but
it cannot proceed due to the error
Hold muna - si user ang pupunta sa office after 
ng lockdown (Daryl)","Unit 2702, 48 Boni Avenue, Brgy. Moonwalk, Pasig City, Metro Manila",9187526328,Deployed,IT Tech Support,Y,,,,,
05-01115,DENISE CORTEZ,,YONDU101323,,R90ZZYAM,YONDU101323,YONDU101323,,Replacement of unit due to keyboard issue - advise courier to pick up his old unit,"Unit 2702, 182 Boni Avenue, Brgy. Pinyahan, Taguig City, Metro Manila",9174890669,Deployed,IT Tech Support,Y,,,,,
05-01069,DOMINIC DAVID,,YONDU101267,,,YONDU101267,YONDU101267,,Laptop replacement due to EOL - advise courier to pick up her old unit,"Unit 3702, 209 Ayala Avenue, Brgy. Kapitolyo, Imus City, Cavite",9276223273,Deployed,IT Tech Support,Y,,,,,
05-01791,"SERRANO, JOHN PAUL AQUINO",,101324,,PF1MKVBR,101324,101324,,New HIre,"Unit 2402, 166 Ayala Avenue, Brgy. Ugong, Parañaque City, Metro Manila",9207040426,Deployed,IT Tech Support,Y,,,,,
05-01726,ERIKA DOMINGO,,,,,,,,Test Device (iphone 7 and ipad mini),"Unit 3902, 241 Alabang-Zapote Road, Brgy. Wack-Wack, Parañaque City, Metro Manila",9180692137,Deployed,IT Tech Support,Y,,,,,
05-02812,JASMIN SANTOS,,YONDU101229,,NXVLUSP04411007ACC7600,YONDU101229,YONDU101229,,Replacement of laptop due to slow performance - advise courier to pick up his old unit,"Unit 1302, 75 Marcos Highway, Brgy. Bel-Air, Santa Rosa City, Laguna",9182027406,Deployed,IT Tech Support,Y,,,,,
05-01151,"RAMOS, NICOLE LOPEZ",,YONDU101325,,PF21RL12,YONDU101325,YONDU101325,,New Hire - Bench,"Unit 702, 136 Aguinaldo Highway, Brgy. Poblacion, Santa Rosa City, Laguna",9271523436,Deployed,IT Tech Support,Y,,,,,
05-01151,"MENDOZA, DIANNE FLORES",,YONDU101326,,P207VE41,YONDU101326,YONDU101326,,New Hire - Bench,"Unit 3702, 52 Boni Avenue, Brgy. Palanan, Quezon City, Metro Manila",9059561012,Deployed,IT Tech Support,Y,,,,,
05-01151,"CORPUZ, FRANCIS MENDOZA",,YONDU101327,,PF1DKJWK,YONDU101327,YONDU101327,,New Hire - Bench,"Unit 3302, 141 Bonifacio High St, Brgy. Alabang, Imus City, Cavite",9663084024,Deployed,IT Tech Support,Y,,,,,
05-01151,"FERNANDEZ, KATRINA BAUTISTA",,101328,,PF1ML2LJ,101328,101328,,New Hire - Bench,"Unit 402, 168 Ayala Avenue, Brgy. Bel-Air, Antipolo City, Rizal",9273714927,Deployed,IT Tech Support,Y,,,,,
05-01773,"SERRANO, CHARLENE TORRES",,YONDU101329,,R91183K2,YONDU101329,YONDU101329,,New Hire - Summit Media,"Unit 3602, 102 Governor Drive, Brgy. Moonwalk, Parañaque City, Metro Manila",9174264321,Deployed,IT Tech Support,Y,,,,,
05-06672,"BERNARDO, PATRICK OLIVER MENDOZA",,YONDU101330,,,YONDU101330,YONDU101330,,New Hire - Samsung (2 laptops | 1 Yondu and 1 Samsung),"Unit 602, 183 Ortigas Avenue, Brgy. Poblacion, Imus City, Cavite",9669523648,Deployed,IT Tech Support,Y,,,,,
05-01774,"MALABANAN, GABRIEL FLORES",,YONDU101331,,,YONDU101331,YONDU101331,,New Hire,"Unit 3302, 213 Ayala Avenue, Brgy. Bagong Ilog, Imus City, Cavite",9050881499,Deployed,IT Tech Support,Y,,,,,
05-01792,"DAVID, MARCO GARCIA",,YONDU101315,,,YONDU101315,YONDU101315,,New Hire - Mynt,"Unit 3502, 48 Aurora Boulevard, Brgy. Alabang, Santa Rosa City, Laguna",9203111457,Deployed,IT Tech Support,Y,,,,,
05-01792,"ESGUERRA, MARK ANTHONY AQUINO",,YONDU101332,,,YONDU101332,YONDU101332,,New Hire - AXA,"Unit 2202, 244 Bonifacio High St, Brgy. San Antonio, Quezon City, Metro Manila",9206883978,Deployed,IT Tech Support,Y,,,,,
05-01792,"MORALES, CAMILLE VILLANUEVA",,YONDU101333,,,YONDU101333,YONDU101333,,New Hire - FMC-FFA,"Unit 2102, 18 Commonwealth Avenue, Brgy. Pinyahan, Pasig City, Metro Manila",9661868970,Deployed,IT Tech Support,Y,,,,,
05-01792,"HERNANDEZ, ERIKA CRUZ",,101334,,,101334,101334,,New Hire - Internal,"Unit 1702, 150 Bonifacio High St, Brgy. Alabang, Makati City, Metro Manila",9278200747,Deployed,IT Tech Support,Y,,,,,
05-01771,"MAGNO, MARK ANTHONY AQUINO",,YONDU101335,,NXVLESP01E034322137600,YONDU101335,YONDU101335,,New Hire,"Unit 3202, 171 Marcos Highway, Brgy. Loyola Heights, Parañaque City, Metro Manila",9666149840,Deployed,IT Tech Support,Y,,,,,
05-01768,"CORPUZ, ALYSSA MARIE DELA CRUZ",,YONDU101240,,,YONDU101240,YONDU101240,,Replacement laptop due to not booting - advise courier to pick up her old unit,"Unit 502, 141 Ortigas Avenue, Brgy. Pinyahan, Antipolo City, Rizal",9273905869,Deployed,IT Tech Support,Y,,,,,
,,,,,,,,,"RELEASED DATE: August 17, 2021 (ADDITIONAL)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,,,YONDU101251,YONDU101251,,Remarks,"Unit 2802, 119 Aurora Boulevard, Brgy. San Lorenzo, Antipolo City, Rizal",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
05-03595,GABRIEL OCAMPO,,,,,,,,Laptop Deployment (for Pick up),"Unit 2802, 162 Dr. A. Santos Ave, Brgy. San Antonio, Pasig City, Metro Manila",9187519835,,,Y,,,,,
05-01116,CHRISTINE JOY ILAGAN,,,,,,,,Laptop Replacement (for Pick up),,,,,Y,,,,,
,,,,,,,,,"RELEASED DATE: August 24, 2021",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,,,YONDU101251,YONDU101251,,Remarks,"Unit 2802, 119 Aurora Boulevard, Brgy. San Lorenzo, Antipolo City, Rizal",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
05-01097,MONIQUE SORIANO,,101336,,,101336,101336,,Replacement Laptop due to not powering on - advise courier to pick up his old unit,"Unit 1302, 176 Bonifacio High St, Brgy. San Lorenzo, Pasig City, Metro Manila",9660289287,Deployed,IT Tech Support,,,,,,
05-01791,ADRIAN LAXAMANA,,YONDU101307,,,YONDU101307,YONDU101307,,Delivery of laptop (AXA configured) and Test Devices (iPhone X / Samsung A51),"Unit 102, 66 Alabang-Zapote Road, Brgy. Greenhills, Bacoor City, Cavite",9660562176,Deployed,IT Tech Support,Y,,,,,
,KEVIN ESGUERRA,,,,,,,,Test Device Delivery (iPhone 11),"Unit 2902, 140 Aurora Boulevard, Brgy. Greenhills, Las Piñas City, Metro Manila",9279490241,Deployed,IT Tech Support,Y,,,,,
05-06672,"BERNARDO, PATRICK OLIVER MENDOZA",,101337,,,101337,101337,,Replacement Laptop due to not powering on - advise courier to pick up his old unit,"Unit 602, 183 Ortigas Avenue, Brgy. Poblacion, Imus City, Cavite",9669523648,Deployed,IT Tech Support,NA,,,,,
05-04853,CHARLENE GONZALES,,YONDU101338,,,YONDU101338,YONDU101338,,Laptop Charger Only (Type C),"Unit 3902, 83 Ortigas Avenue, Brgy. San Antonio, Mandaluyong City, Metro Manila",9205596697,Deployed,IT Tech Support,,,,,,
05-01792,"DE LEON, PAULO MIGUEL LOPEZ",,YONDU101339,,,YONDU101339,YONDU101339,,917 VEntures,"Unit 3902, 187 Marcos Highway, Brgy. Kapitolyo, Makati City, Metro Manila",9185522810,Deployed,IT Tech Support,Y,,,,,
,"DEL ROSARIO, KENNETH RIVERA",,YONDU101340,,,YONDU101340,YONDU101340,,N/A (For Site pick up on Tuesday),"Unit 502, 203 Ortigas Avenue, Brgy. BF Homes, Pasig City, Metro Manila",9275252540,Deployed,IT Tech Support,,,,,,
05-01773,"MAGNO, CHRISTIAN VILLANUEVA",,101341,,,101341,101341,,Summit Media,"Unit 702, 98 Katipunan Avenue, Brgy. Ugong, Pasig City, Metro Manila",9662350289,Deployed,IT Tech Support,Y,,,,,
05-01773,"DEL ROSARIO, ROCHELLE MENDOZA",,YONDU101342,,,YONDU101342,YONDU101342,,Mynt,"Unit 1102, 160 Aguinaldo Highway, Brgy. Wack-Wack, Taguig City, Metro Manila",9209243139,Deployed,IT Tech Support,Y,,,,,
05-01774,"PASCUAL, CARLO MENDOZA",,YONDU101343,,,YONDU101343,YONDU101343,,Summit Media,"Unit 3402, 78 Aurora Boulevard, Brgy. Bel-Air, Muntinlupa City, Metro Manila",9182336011,Deployed,IT Tech Support,Y,,,,,
05-01774,"BAUTISTA, ADRIAN LOPEZ",,YONDU101344,,,YONDU101344,YONDU101344,,Lucky8,"Unit 602, 177 Aguinaldo Highway, Brgy. Bel-Air, Parañaque City, Metro Manila",9662539762,Deployed,IT Tech Support,Y,,,,,
05-01774,"MAGNO, JOSHUA FERNANDEZ",,101345,,,101345,101345,,N/A,"Unit 1002, 69 Boni Avenue, Brgy. Poblacion, Antipolo City, Rizal",9273635172,Deployed,IT Tech Support,Y,,,,,
05-01775,"MALABANAN, RAFAEL GARCIA",,YONDU101346,,,YONDU101346,YONDU101346,,Mynt,"Unit 3102, 177 Ayala Avenue, Brgy. Moonwalk, Santa Rosa City, Laguna",9207088057,Deployed,IT Tech Support,Y,,,,,
05-01775,"GUTIERREZ, JOHN PAUL CRUZ",,YONDU101347,,,YONDU101347,YONDU101347,,Summit Media,"Unit 1302, 158 Aurora Boulevard, Brgy. Moonwalk, Parañaque City, Metro Manila",9177813775,Deployed,IT Tech Support,Y,,,,,
05-01792,"CASTILLO, PAULO MIGUEL RAMOS",,YONDU101348,,,YONDU101348,YONDU101348,,N/A,"Unit 2702, 21 Bonifacio High St, Brgy. Palanan, Santa Rosa City, Laguna",9663451305,Deployed,IT Tech Support,Y,,,,,
05-01792,KENNETH SALAZAR,,YONDU101319,,,YONDU101319,YONDU101319,,AXA,"Unit 2302, 38 Alabang-Zapote Road, Brgy. Bel-Air, Mandaluyong City, Metro Manila",9055356284,Deployed,IT Tech Support,,,,,,
05-06672,"ALCANTARA, JOSHUA VILLANUEVA",,YONDU101349,,,YONDU101349,YONDU101349,,MES: 917Ventures - PureGo,"Unit 1902, 196 Ortigas Avenue, Brgy. Bel-Air, Bacoor City, Cavite",9059423262,Deployed,IT Tech Support,Y,,,,,
05-01792,"VILLANUEVA, ANGELO AQUINO",,YONDU101350,,,YONDU101350,YONDU101350,,917V,"Unit 1602, 92 Ayala Avenue, Brgy. Pinyahan, Muntinlupa City, Metro Manila",9208342149,Deployed,IT Tech Support,Y,,,,,
05-01792,"MIRANDA, ALEXANDER RAMOS",,101351,,,101351,101351,,ISG,"Unit 3702, 245 Boni Avenue, Brgy. Moonwalk, Las Piñas City, Metro Manila",9204150932,Deployed,IT Tech Support,Y,,,,,
05-01792,"AGUILAR, FRANCIS RIVERA",,YONDU101352,,,YONDU101352,YONDU101352,,917V,"Unit 3402, 11 C-5 Road, Brgy. Kapitolyo, Imus City, Cavite",9276426773,Deployed,IT Tech Support,Y,,,,,
05-01792,"GUTIERREZ, GABRIEL VILLANUEVA",,,,,,,,IOM - EMAIL CREATION ONLY,"Unit 1802, 12 Alabang-Zapote Road, Brgy. Loyola Heights, Santa Rosa City, Laguna",9183726141,Deployed,IT Tech Support,,,,,,
05-01792,"MALABANAN, JUAN CARLOS SANTOS",,YONDU101239,,,YONDU101239,YONDU101239,,DSG wt Test Device (iPhone 8 from Daisy Cadampog),"Unit 1902, 62 Boni Avenue, Brgy. San Antonio, Pasig City, Metro Manila",9177223253,Deployed,IT Tech Support,Y,,,,,
05-01151,"TOLENTINO, ADRIAN MENDOZA",,YONDU101353,,,YONDU101353,YONDU101353,,Bench,"Unit 202, 208 Alabang-Zapote Road, Brgy. Bagong Ilog, Santa Rosa City, Laguna",9668253960,Deployed,IT Tech Support,Y,,,,,
05-01151,"ILAGAN, ADRIAN RAMOS",,YONDU101354,,,YONDU101354,YONDU101354,,Bench,"Unit 1402, 126 Alabang-Zapote Road, Brgy. Loyola Heights, Santa Rosa City, Laguna",9052946250,Deployed,IT Tech Support,Y,,,,,
05-01151,"VILLANUEVA, PATRICK OLIVER RAMOS",,YONDU101355,,,YONDU101355,YONDU101355,,Bench,"Unit 3902, 69 Alabang-Zapote Road, Brgy. Moonwalk, Las Piñas City, Metro Manila",9204605076,Deployed,IT Tech Support,Y,,,,,
05-01774,"NAVARRO, BIANCA RAMOS",,YONDU101356,,,YONDU101356,YONDU101356,,FMC-FFA,"Unit 1802, 147 Alabang-Zapote Road, Brgy. San Lorenzo, Muntinlupa City, Metro Manila",9175730030,Deployed,IT Tech Support,Y,,,,,
05-01792,"LAXAMANA, CHRISTINE JOY FLORES",,101357,,,101357,101357,,FMC-FFA,"Unit 3702, 14 Marcos Highway, Brgy. Greenhills, Muntinlupa City, Metro Manila",9182934804,Deployed,IT Tech Support,Y,,,,,
05-01792,"PADILLA, JUAN CARLOS VILLANUEVA",,YONDU101358,,,YONDU101358,YONDU101358,,N/A,"Unit 2702, 82 Rizal Avenue, Brgy. Greenhills, Calamba City, Laguna",9173598066,Deployed,IT Tech Support,Y,,,,,
05-01793,"DAVID, ALEXANDER GARCIA",,101359,,,101359,101359,,PCM,"Unit 3102, 209 Commonwealth Avenue, Brgy. Greenhills, Muntinlupa City, Metro Manila",9271537792,Deployed,IT Tech Support,Y,,,,,
05-01793,"RAMOS, CHRISTIAN AQUINO",,YONDU101360,,,YONDU101360,YONDU101360,,New HIre,"Unit 1202, 77 C-5 Road, Brgy. Moonwalk, Pasig City, Metro Manila",9665209944,Deployed,IT Tech Support,Y,,,,,
05-03015,DOMINIC NAVARRO,,YONDU101361,,,YONDU101361,YONDU101361,,Replacement Laptop due to not powering on - advise courier to pick up his old unit,"Unit 2002, 14 Bonifacio High St, Brgy. Pinyahan, Parañaque City, Metro Manila",9208586350,Deployed,IT Tech Support,Y,,,,,
05-01095,"SANTOS, BIANCA MENDOZA",,101362,,,101362,101362,,Replacement Laptop due to EOL - advise courier to pick up his old unit,"Unit 3102, 30 Ayala Avenue, Brgy. Bagong Ilog, Makati City, Metro Manila",9184287174,Deployed,IT Tech Support,Y,,,,,
05-01771,"MAGNO, MARK ANTHONY AQUINO",,YONDU101335,,NXVLESP01E034322137600,YONDU101335,YONDU101335,,917V,"Unit 3202, 171 Marcos Highway, Brgy. Loyola Heights, Parañaque City, Metro Manila",9666149840,Deployed,IT Tech Support,Y,,,,,
,NICOLE VALDEZ,,YONDU101363,,,YONDU101363,YONDU101363,,NA,"Unit 1602, 215 Marcos Highway, Brgy. Wack-Wack, Muntinlupa City, Metro Manila",9182683197,Deployed,IT Tech Support,NA,,,,,
,,,,,,,,,"RELEASED DATE: August 25 and 27, 2021",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,,,YONDU101251,YONDU101251,,Remarks,"Unit 2802, 119 Aurora Boulevard, Brgy. San Lorenzo, Antipolo City, Rizal",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
05-01615,JOSHUA SANTOS,,YONDU101364,,,YONDU101364,YONDU101364,,Replacement laptop (purchased of current unit) - advise courier to pick up her old unit,"Unit 1802, 250 C-5 Road, Brgy. Bel-Air, Taguig City, Metro Manila",9277653579,Deployed,Philip Caranay,,,,,,
05-01617,CHRISTINE JOY PADILLA,,YONDU101365,,,YONDU101365,YONDU101365,,YONDU101366 - Replacement laptop (screen flickering) - advise courier to pick up her old unit,"Unit 1602, 43 Rizal Avenue, Brgy. Loyola Heights, Parañaque City, Metro Manila",9181353849,Deployed,IT Tech Support,,,,,,
05-01051,PATRICIA ANNE PANGANIBAN,,YONDU101367,,,YONDU101367,YONDU101367,,Macbook  Replacement due to EOL - old Macbook will be shipped by the EE the next week,"Unit 1902, 223 Ortigas Avenue, Brgy. BF Homes, Antipolo City, Rizal",9186229550,Deployed,Philip Caranay,,,,,,
05-01151,"CORPUZ, FRANCIS MENDOZA",,YONDU101368,,,YONDU101368,YONDU101368,,Laptop Replacement due to Bitlocker Issue (user will route the old unit via LBC),"Unit 3302, 141 Bonifacio High St, Brgy. Alabang, Imus City, Cavite",9663084024,,IT Tech Support,Y,,,,,
05-03087,MICHAEL ANGELO CALDERON,,YONDU101369,,,YONDU101369,YONDU101369,,Laptop Issuance (current unit is client provided - for return),"Unit 3602, 161 Aurora Boulevard, Brgy. Palanan, Taguig City, Metro Manila",9184690480,Deployed,Philip Caranay,,,,,,
05-06670,PATRICIA ANNE RAMOS,,,,,,,,Pick up of laptop from client to resource,"Unit 102, 149 Shaw Boulevard, Brgy. Alabang, Calamba City, Laguna",9183820243,Deployed,Philip Caranay,,,,,,
05-01070,JEROME ILAGAN,,YONDU101370,,,YONDU101370,YONDU101370,,Replacement laptop due to boot issue - advice courier to pick up old unit,,,Deployed,Philip Caranay,Y,,,,,
05-05054,PATRICIA ANNE PASCUAL,,101371,,,101371,101371,,"Replacement YONDU101372 - Keyboard keys not 
working, hardware failure - For pickup, user is close to
office no need for delivery","Unit 1402, 105 Katipunan Avenue, Brgy. BF Homes, Santa Rosa City, Laguna",9180230797,Deployed,Philip Caranay,,,,,,
05-02554,ROCHELLE PASCUAL,,YONDU101338,,,YONDU101338,YONDU101338,,Macbook Charger Replacement (Type C) - advise courier to pick up his old charger,"Unit 2902, 72 Dr. A. Santos Ave, Brgy. San Lorenzo, Pasig City, Metro Manila",9273170065,Deployed,Philip Caranay,,,,,,
05-01702,ANGELA MAE LAXAMANA,,YONDU101373,,,YONDU101373,YONDU101373,,Laptop replacement due to damaged LCD - advise courier to pick up his old unit,,,,,,,,,,
05-04781,"SORIANO, DANIEL JOSEPH TORRES",,YONDU101374,,NXVPXSP017112219F27600,YONDU101374,YONDU101374,,Yondu Laptop Request (Currently using client laptop),"Unit 3402, 56 Commonwealth Avenue, Brgy. Greenhills, Quezon City, Metro Manila",9055348239,,,,,,,,
,,,,,,,,,"RELEASED DATE: August 31, 2021",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,,,YONDU101251,YONDU101251,,Remarks,"Unit 2802, 119 Aurora Boulevard, Brgy. San Lorenzo, Antipolo City, Rizal",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
05-01794,"EVANGELISTA, FRANCIS RAMOS",,YONDU101375,,NXVLESP02N11826FAC7600,YONDU101375,YONDU101375,,EDO (via LBC),"Unit 402, 166 Marcos Highway, Brgy. Loyola Heights, Mandaluyong City, Metro Manila",9054576872,,IT Tech Support,Y,,,,,
05-01774,"OCAMPO, CHRISTINE JOY MERCADO",,YONDU101376,,NXVLESP02N11826FEE7600,YONDU101376,YONDU101376,,Summit Media,"Unit 1102, 106 Dr. A. Santos Ave, Brgy. Kapitolyo, Muntinlupa City, Metro Manila",9052782080,,IT Tech Support,Y,,,,,
05-01774,"DE LEON, FRANCIS AQUINO",,YONDU101377,,NXVLESP02N112CCC27600,YONDU101377,YONDU101377,,IT&S,"Unit 3902, 31 Governor Drive, Brgy. Bagong Ilog, Muntinlupa City, Metro Manila",9669630403,,IT Tech Support,Y,,,,,
05-01774,"GARCIA, GABRIEL CASTILLO",,YONDU101378,,NXVLESP02N11826D357600,YONDU101378,YONDU101378,,EDO,"Unit 802, 130 Katipunan Avenue, Brgy. Bel-Air, Imus City, Cavite",9177240321,,IT Tech Support,Y,,,,,
05-01775,"FRANCISCO, MICHAEL ANGELO SANTOS",,YONDU101379,,NXVPXSP0171122188F7600,YONDU101379,YONDU101379,,Lucky 8,"Unit 1902, 53 Alabang-Zapote Road, Brgy. Loyola Heights, Bacoor City, Cavite",9207135562,,IT Tech Support,Y,,,,,
05-01775,"TORRES, STEPHANIE RAMOS",,YONDU101380,,NXVLESP02N11826E667600,YONDU101380,YONDU101380,,Lucky 8,"Unit 1502, 139 Aurora Boulevard, Brgy. Bagong Ilog, Taguig City, Metro Manila",9664391192,,IT Tech Support,Y,,,,,
05-01792,"GONZALES, KATHERINE ROSE MENDOZA",,YONDU101381,,NXVPXSP01711221A8C7600,YONDU101381,YONDU101381,,Personal Collection,"Unit 2002, 33 Aguinaldo Highway, Brgy. Palanan, Muntinlupa City, Metro Manila",9279599000,,IT Tech Support,Y,,,,,
05-01792,"LAXAMANA, GABRIEL MERCADO",,YONDU101382,,NXVPXSP01711221A5A7600,YONDU101382,YONDU101382,,917 V,"Unit 1302, 126 Governor Drive, Brgy. Bel-Air, Muntinlupa City, Metro Manila",9665638628,,IT Tech Support,Y,,,,,
05-01793,"MENDOZA, JUAN CARLOS MENDOZA",,YONDU101383,,NXVLESP02N11826F317600,YONDU101383,YONDU101383,,Mynt,"Unit 2902, 227 Governor Drive, Brgy. Poblacion, Las Piñas City, Metro Manila",9173189305,,IT Tech Support,Y,,,,,
05-06672,"CASTILLO, ERIKA MERCADO",,YONDU101384,,NXVLESP02N1186E097600,YONDU101384,YONDU101384,,Broadband Fulfiller,"Unit 2902, 100 Commonwealth Avenue, Brgy. Bel-Air, Quezon City, Metro Manila",9277062498,,IT Tech Support,Y,,,,,
05-01794,"MIRANDA, CHRISTIAN RAMOS",,YONDU101385,,,YONDU101385,YONDU101385,,Summit Media,"Unit 1102, 217 Bonifacio High St, Brgy. Palanan, Antipolo City, Rizal",9174353826,,IT Tech Support,Y,,,,,
05-01794,"FLORES, DIANNE SANTOS",,YONDU101386,,NXVPXSP01711221AD27600,YONDU101386,YONDU101386,,PCM,"Unit 1902, 158 Katipunan Avenue, Brgy. Palanan, Santa Rosa City, Laguna",9205487134,,IT Tech Support,Y,,,,,
05-01794,"LAXAMANA, SOFIA CASTILLO",,YONDU101387,,NXVLESP02N11826EE67600,YONDU101387,YONDU101387,,PCM,"Unit 602, 23 Aurora Boulevard, Brgy. Kapitolyo, Calamba City, Laguna",9050445319,,IT Tech Support,Y,,,,,
05-01794,"MORALES, MONIQUE DELA CRUZ",,YONDU101388,,NXVLESP02N118270197600,YONDU101388,YONDU101388,,PCM,"Unit 2602, 93 Bonifacio High St, Brgy. Palanan, Parañaque City, Metro Manila",9203035424,,IT Tech Support,Y,,,,,
05-01794,"GUTIERREZ, VINCENT MERCADO",,YONDU101389,,,YONDU101389,YONDU101389,,Skinstation,"Unit 1102, 98 Marcos Highway, Brgy. Loyola Heights, Quezon City, Metro Manila",9056462669,,IT Tech Support,Y,,,,,
05-01794,"SORIANO, MONIQUE FLORES",,YONDU101390,,,YONDU101390,YONDU101390,,Lucky 8,"Unit 3802, 176 Commonwealth Avenue, Brgy. Wack-Wack, Pasig City, Metro Manila",9273137816,,IT Tech Support,Y,,,,,
05-01794,"LOPEZ, DANIEL JOSEPH CASTILLO",,YONDU101391,,,YONDU101391,YONDU101391,,Prodman CMO,"Unit 3702, 4 Commonwealth Avenue, Brgy. Alabang, Santa Rosa City, Laguna",9201988249,,IT Tech Support,Y,,,,,
05-01794,"SORIANO, MARCO CRUZ",,YONDU101392,,NXVLESP02N11826E217600,YONDU101392,YONDU101392,,PCM,"Unit 302, 225 Bonifacio High St, Brgy. Loyola Heights, Quezon City, Metro Manila",9058456221,,IT Tech Support,Y,,,,,
05-01794,"MAGNO, JASMIN FERNANDEZ",,YONDU101393,,NXVLESP02N11826F477600,YONDU101393,YONDU101393,,PCM,"Unit 3402, 189 Governor Drive, Brgy. San Lorenzo, Las Piñas City, Metro Manila",9059280334,,IT Tech Support,Y,,,,,
05-06674,"VILLANUEVA, JOSHUA FLORES",,YONDU101394,,NXVLESP02N1182700B7600,YONDU101394,YONDU101394,,PCM,"Unit 802, 221 Ayala Avenue, Brgy. Bagong Ilog, Imus City, Cavite",9204979497,,IT Tech Support,Y,,,,,
05-01774,"DAVID, GABRIEL CRUZ",,YONDU101395,,NXVPXSP017112219DD7600,YONDU101395,YONDU101395,,IT&S,"Unit 2102, 248 Aguinaldo Highway, Brgy. San Lorenzo, Muntinlupa City, Metro Manila",9176528502,,IT Tech Support,Y,,,,,
05-01793,"CASTILLO, NICOLE RIVERA",,YONDU101396,,NXVPXSP017112218C77600,YONDU101396,YONDU101396,,M360,"Unit 3802, 149 Rizal Avenue, Brgy. Kapitolyo, Parañaque City, Metro Manila",9172536226,,IT Tech Support,Y,,,,,
05-01793,"MENDOZA, ANGELO GARCIA",,YONDU101397,,,YONDU101397,YONDU101397,,FMC-FFA,"Unit 602, 83 Dr. A. Santos Ave, Brgy. San Antonio, Quezon City, Metro Manila",9279714064,,IT Tech Support,Y,,,,,
05-01792,"MORALES, CAMILLE VILLANUEVA",,YONDU101333,,,YONDU101333,YONDU101333,,New Hire - FMC-FFA,"Unit 2102, 18 Commonwealth Avenue, Brgy. Pinyahan, Pasig City, Metro Manila",9661868970,,IT Tech Support,Y,,,,,
05-01795,"DOMINGO, PATRICIA ANNE FERNANDEZ",,YONDU101398,,NXVLESP02N11826DC97600,YONDU101398,YONDU101398,,PCM,"Unit 2802, 48 Aurora Boulevard, Brgy. Bel-Air, Muntinlupa City, Metro Manila",9274731871,,IT Tech Support,Y,,,,,
05-01795,"BAUTISTA, ANGELA MAE MENDOZA",,YONDU101399,,NXVPXSP017112218907600,YONDU101399,YONDU101399,,PCM,"Unit 3502, 71 Marcos Highway, Brgy. Palanan, Calamba City, Laguna",9184152815,,IT Tech Support,Y,,,,,
05-01795,"GARCIA, ANGELO CASTILLO",,YONDU101400,,NXVPXSP017112219657600,YONDU101400,YONDU101400,,PCM,"Unit 2902, 48 Aguinaldo Highway, Brgy. Pinyahan, Parañaque City, Metro Manila",9279939265,,IT Tech Support,Y,,,,,
,,,,,,,,,"RELEASED DATE: September 1 -2, 2021",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-07087,MARIA CLARA BAUTISTA,,YONDU101251,,,YONDU101251,YONDU101251,,Remarks,"Unit 2802, 119 Aurora Boulevard, Brgy. San Lorenzo, Antipolo City, Rizal",9182055197,Status,IT Tech Support,Updated to Master Tracker (Yes or No),,,,,
